,(Relative) activity,(Relative) activity_std,Activity coefficient,Activity coefficient_std,Mass fraction,"Molality, mol/kg","Molality, mol/kg Variable metadata","Molality, mol/kg metadata",Mole fraction,Mole fraction Variable metadata,Mole fraction metadata,"Pressure, kPa","Temperature, K",components,filename,phase,n_components,component_0,component_1,formula_0,formula_1,n_atoms_0,n_heavy_atoms_0,n_desired_atoms_0,n_other_atoms_0,n_atoms_1,n_heavy_atoms_1,n_desired_atoms_1,n_other_atoms_1,SMILES_0,SMILES_1,cas_0,InChI_0,cas_1,InChI_1
211983,,,1.023,,,,,,,,,101.3,337.27,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211984,,,1.016,,,,,,,,,101.3,337.51,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211985,,,1.013,,,,,,,,,101.3,337.68,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211986,,,1.014,,,,,,,,,101.3,337.96,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211987,,,1.015,,,,,,,,,101.3,338.29,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211988,,,1.012,,,,,,,,,101.3,338.43,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211989,,,1.012,,,,,,,,,101.3,338.73,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211990,,,1.009,,,,,,,,,101.3,339.03,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211991,,,1.01,,,,,,,,,101.3,339.27,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211992,,,1.006,,,,,,,,,101.3,339.57,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211993,,,1.005,,,,,,,,,101.3,339.76,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211994,,,0.997,,,,,,,,,101.3,340.24,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211995,,,1.0,,,,,,,,,101.3,340.54,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211996,,,0.998,,,,,,,,,101.3,340.83,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211997,,,0.998,,,,,,,,,101.3,341.14,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211998,,,0.998,,,,,,,,,101.3,341.4,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
211999,,,1.001,,,,,,,,,101.3,341.57,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212000,,,1.001,,,,,,,,,101.3,341.73,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212043,,,0.997,,,,,,,,,101.3,336.67,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212044,,,0.996,,,,,,,,,101.3,336.79,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212045,,,0.996,,,,,,,,,101.3,337.03,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212046,,,0.998,,,,,,,,,101.3,337.27,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212047,,,0.997,,,,,,,,,101.3,337.51,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212048,,,1.0,,,,,,,,,101.3,337.68,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212049,,,0.999,,,,,,,,,101.3,337.96,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212050,,,0.996,,,,,,,,,101.3,338.29,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212051,,,1.002,,,,,,,,,101.3,338.43,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212052,,,1.001,,,,,,,,,101.3,338.73,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212053,,,1.001,,,,,,,,,101.3,339.03,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212054,,,0.998,,,,,,,,,101.3,339.27,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212055,,,1.003,,,,,,,,,101.3,339.57,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212056,,,1.007,,,,,,,,,101.3,339.76,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212057,,,1.006,,,,,,,,,101.3,340.24,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212058,,,1.001,,,,,,,,,101.3,340.54,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212059,,,1.005,,,,,,,,,101.3,340.83,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212060,,,1.008,,,,,,,,,101.3,341.14,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212061,,,1.017,,,,,,,,,101.3,341.4,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212062,,,1.021,,,,,,,,,101.3,341.57,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212063,,,1.028,,,,,,,,,101.3,341.73,hexane__1-hexene,j.fluid.2008.12.007,Liquid,2,hexane,1-hexene,C6H14,C6H12,20,6,20,0,18,6,18,0,CCCCCC,CCCCC=C,92112-69-1,InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N,153522-12-4,InChIKey=LIKMAJRDDDTEIG-UHFFFAOYSA-N
212232,,,0.998,,,,,,,,,101.3,353.78,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212233,,,0.997,,,,,,,,,101.3,353.81,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212234,,,0.998,,,,,,,,,101.3,353.84,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212235,,,0.997,,,,,,,,,101.3,353.9,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212236,,,0.997,,,,,,,,,101.3,353.95,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212237,,,0.999,,,,,,,,,101.3,354.02,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212238,,,1.001,,,,,,,,,101.3,354.05,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212239,,,1.002,,,,,,,,,101.3,354.15,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212240,,,1.002,,,,,,,,,101.3,354.23,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212241,,,1.002,,,,,,,,,101.3,354.33,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212242,,,1.004,,,,,,,,,101.3,354.44,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212243,,,1.007,,,,,,,,,101.3,354.51,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212244,,,1.009,,,,,,,,,101.3,354.65,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212245,,,1.012,,,,,,,,,101.3,354.8,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212246,,,1.012,,,,,,,,,101.3,354.92,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212247,,,1.017,,,,,,,,,101.3,355.06,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212248,,,1.018,,,,,,,,,101.3,355.23,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212249,,,1.021,,,,,,,,,101.3,355.44,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212250,,,1.027,,,,,,,,,101.3,355.57,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212251,,,1.037,,,,,,,,,101.3,355.8,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212252,,,1.054,,,,,,,,,101.3,355.94,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212295,,,1.067,,,,,,,,,101.3,353.78,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212296,,,1.066,,,,,,,,,101.3,353.81,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212297,,,1.028,,,,,,,,,101.3,353.84,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212298,,,1.03,,,,,,,,,101.3,353.9,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212299,,,1.031,,,,,,,,,101.3,353.95,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212300,,,1.019,,,,,,,,,101.3,354.02,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212301,,,1.017,,,,,,,,,101.3,354.05,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212302,,,1.014,,,,,,,,,101.3,354.15,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212303,,,1.014,,,,,,,,,101.3,354.23,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212304,,,1.014,,,,,,,,,101.3,354.33,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
212305,,,1.01,,,,,,,,,101.3,354.44,cyclohexane__cyclohexene,j.fluid.2008.12.007,Liquid,2,cyclohexane,cyclohexene,C6H12,C6H10,18,6,18,0,16,6,16,0,C1CCCCC1,C1CCC=CC1,25012-93-5,InChIKey=XDTMQSROBMDMFD-UHFFFAOYSA-N,7493-04-1,InChIKey=HGCIXCUEYOPUTN-UHFFFAOYSA-N
